ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,mh_gspphot,non_single_star
291.1755293805377,-36.12370178808151,0.054927066732885034,0.39706132,3.007757861938634,-7.039365968257135,19.30052,19.74293,18.67178,1.0711498,,,,,,0
258.9753627692693,-22.923643336124563,0.6236263570635964,0.21892075,2.6166999147135948,-5.693512960965197,18.750965,19.529303,17.860085,1.6692181,3819.2039,865.9529,804.0286,954.1652,-0.7741,0
258.96519230503776,-22.927984496381683,0.625463943856842,0.061981816,6.875997693555495,-5.661937554378795,16.631603,17.330492,15.81254,1.517952,5674.7847,936.2543,883.5635,1028.2407,-1.4542,0
258.96722158106445,-22.92470831231584,0.04964665529761381,0.07663197,-1.260471129953142,-5.691643001373839,17.002247,17.864439,16.085804,1.778635,,,,,,0
258.99383562343763,-22.929086289458912,0.117896844729538,0.16223028,-1.516125958690189,-0.9390634583923171,18.2903,19.272352,17.358479,1.9138737,4719.7417,788.6273,745.9525,919.6127,-1.5952,0
258.99885494998387,-22.92461316908389,0.32149690180575774,0.20158301,-5.883164915627036,-2.22930509240962,18.60165,19.545319,17.482704,2.0626144,3757.3904,738.7076,701.9514,779.2498,-1.3793,0
258.99631500678714,-22.91674728794511,0.11542175507348773,0.1114935,-4.1033648662516296,2.705950846842881,17.579166,18.523626,16.63565,1.8879757,4535.222,1081.5115,1039.5587,1119.5505,-1.3462,0
258.98645674083184,-22.92404338550969,0.08590730705753374,0.10285057,-3.137003889154296,-8.298494381515546,17.399273,18.454842,16.39629,2.0585518,,,,,,0
258.99062344992404,-22.92581623638959,0.9177235338479771,0.19693384,-1.804515119601686,-2.770775547575906,18.532114,19.70814,17.464396,2.243744,4115.4565,1159.1747,1133.4829,1181.011,-0.2024,0
258.9965463487447,-22.918544772525983,0.7249751620056681,0.32699817,-5.975504341143004,-5.804825690526332,19.431427,20.166145,18.520828,1.6453171,,,,,,0
235.20076128929946,-50.071820946038784,0.4485325719165181,0.40107137,-4.795209637834042,-5.50423281605701,19.23366,18.615923,17.377512,1.238411,,,,,,0
235.19940385334294,-50.072216391009185,1.265058039146618,0.25896212,1.7741692516768417,-1.716071879623862,17.346094,17.704975,16.284393,1.4205818,,,,,,0
235.2148514716844,-50.06516184587191,0.7975651668803659,0.41433805,-18.127979872027673,-9.619263697207984,18.99937,,,,,,,,,0
235.2009651984702,-50.0694091234643,0.18057647530966606,0.20894633,-6.659620573067885,-3.4449866003069536,18.55,19.125668,17.668015,1.457653,4199.802,902.5148,783.1652,1056.0994,-1.5198,0
235.21185806621466,-50.06516639128548,0.708957824552378,0.20284174,-5.038645295119111,-6.025860121941248,18.20365,,,,,,,,,0
235.21398303346203,-50.0643883003312,0.06386457445144611,0.27433223,-6.235361414956781,-1.7959886931269828,18.759602,19.418806,17.858051,1.5607548,4038.2954,879.1992,757.7141,959.5848,-2.3673,0
235.19505089599375,-50.06883141854341,0.4540186991146325,0.2828829,-4.781124952501477,-2.8814498626792298,18.755028,19.399609,17.455503,1.9441051,,,,,,0
235.20999923603247,-50.06473690017723,0.050705176158460485,0.29917312,-2.9143315448219296,-5.832487882044807,19.104242,19.627092,18.119009,1.5080833,,,,,,0
235.1996133456771,-50.06777176967848,1.7665204886096462,0.7419813,-7.1747761718192145,-3.3014802254741387,19.90098,20.098146,18.381008,1.7171383,,,,,,0
110.63936227460769,-57.795968543055174,0.31498193694273496,0.026656166,-4.382679650692146,8.351698779885337,15.63286,15.938952,15.158789,0.78016376,6283.2095,2159.2961,2081.4663,2234.6526,-0.7644,0
110.67686636828036,-57.78404424768415,0.3455197950081898,0.32172093,-4.8381437341062306,3.9022257200148993,19.649479,20.479994,18.848013,1.6319809,,,,,,0
110.6813011962617,-57.78323518302509,0.4071211978119585,0.44813672,-7.031393785583893,9.112910840975788,19.950499,21.384777,18.727121,2.6576557,,,,,,0
110.66163451798246,-57.78088162950666,0.8774667203410742,0.01433157,-4.682042169322169,8.34332221267832,14.398424,14.711841,13.916861,0.79498005,6052.871,1078.2273,1058.8975,1095.4667,-0.654,0
110.66115092099402,-57.783342908797195,0.32858228635584497,0.041343577,-1.0712081750546039,4.484252140912938,16.63883,17.0476,16.073526,0.9740734,5354.5273,1544.7917,1478.4948,1607.3792,-0.2504,0
110.63573201246851,-57.77923158319661,0.9902288726831046,0.022769172,1.525187458406307,-12.25267822553624,14.946564,15.324684,14.389642,0.9350424,5798.061,814.9109,800.8757,834.4083,-0.6643,0
110.64220097023897,-57.786173813871,0.4500413198199358,0.1632043,-0.26149523012746534,4.931358150777387,18.754889,19.441946,17.902933,1.5390129,3991.492,816.2896,767.827,943.2277,-1.3061,0
110.65848114644112,-57.77315521948389,0.7121704800373388,0.14236432,-9.392544729567687,9.745506827891134,18.693373,19.65989,17.771528,1.888361,4298.029,1781.6095,1759.0555,1807.4438,0.0085,0
285.5574791561449,-22.524825177597236,0.02993835093708483,0.39136434,1.2236329943448978,-6.234449940614916,19.203213,,,,,,,,,0
284.39305730584846,-21.782405459752233,0.8324719660777291,0.46994752,-4.482864080139351,-7.130822921541847,19.391972,19.91371,18.620602,1.293108,,,,,,0
284.3788059627209,-21.787728738833994,0.3265060186976692,0.04277329,4.277345671714738,3.201017768032109,15.683889,16.149153,15.04242,1.1067324,5357.8677,1528.1859,1506.932,1548.1792,-1.0364,0
284.3721107384829,-21.78456996615328,0.2175821713999535,0.20768885,-1.6394235047011123,-5.072463652177756,18.320522,18.876932,17.649904,1.2270279,4610.834,1334.875,1297.6077,1421.231,-1.5965,0
284.3782728637072,-21.781678944528338,0.43709808823362956,0.17942941,-2.860992933930107,-3.6577455571502617,18.328482,18.921146,17.611813,1.3093338,4401.4033,1131.0203,1096.3022,1202.7515,-2.4394,0
284.3800997966101,-21.777846442321124,0.5791879263635021,0.08711703,-2.4214618320210644,0.5122691785709692,17.166557,17.794228,16.40201,1.3922176,4292.8643,960.4775,926.7545,1038.242,-1.2242,0
284.3797984068775,-21.79049349768634,0.3154604139714047,0.15607108,-0.26680680163836995,-5.613475901125404,17.746246,18.347685,17.03715,1.3105354,4412.9707,968.1079,918.189,1025.1586,-1.6561,0
284.3801611535281,-21.7878066550129,0.7194070369006076,0.2657083,-1.9629080616465886,-5.5098106447154915,18.899681,19.66239,17.938578,1.7238121,3691.4001,681.4236,605.1196,731.9573,-1.7598,0
284.38904392073596,-21.784101619487977,1.1220402064896233,0.31022558,-5.729702997975533,2.169689245334495,18.93582,19.97235,17.999088,1.9732609,3629.9749,613.78,561.5546,705.9877,-1.6621,0
284.37958884127545,-21.782279439313076,0.24984005027690104,0.5463174,3.5846149545412382,-2.0446010984430334,19.817438,20.934134,18.899729,2.0344048,,,,,,0
284.3710904691966,-21.782673834278768,0.19950506694385164,0.29005757,-0.4535180697233707,-7.337100048659093,18.754272,19.272726,18.166626,1.1061001,4843.6157,1833.371,1770.9882,1944.8499,-2.4904,0
284.3853639737475,-21.788701949518252,3.282205466207186,0.491311,-6.540696260614343,0.8814485407076705,19.328243,19.813026,18.654127,1.1588993,,,,,,0
284.39059615942006,-21.782289233902603,0.37438311769620936,0.40087122,-3.2694323259685403,-5.989891258606017,19.43349,20.081469,18.743721,1.3377476,,,,,,0
288.4217781376123,-34.926990519853604,0.270978372356877,0.22433509,0.10296296792836501,-3.767415575084877,18.830303,19.022427,18.418541,0.60388565,6620.6396,6698.3677,6606.168,6799.875,-2.4006,0
288.4197930094156,-34.92723254901449,0.6053603352066275,0.2746437,0.1551139102786243,-7.406268793616447,19.03526,18.835188,17.683643,1.1515446,,,,,,0
288.42365365563063,-34.92945996894973,0.09832858882044505,0.4232515,1.1527715263911402,2.0206692979191017,19.722591,20.459896,19.039621,1.4202747,,,,,,0
288.4085542438985,-34.93385680629118,1.0851983377592307,0.3684245,-3.5119336553932086,-3.910828649803695,19.511627,19.864576,19.068682,0.7958946,,,,,,0
288.402136535016,-34.93117798882126,0.39852651447988746,0.11117289,1.0233878720459268,-0.7515773080960814,17.741405,18.10258,17.232275,0.8703041,5417.8574,2282.0718,2211.4954,2340.9,-0.7387,0
288.39432343971475,-34.93012660858798,0.17127325322349968,0.197723,1.715895421632147,-6.035842727105384,18.604599,18.8704,18.196203,0.67419624,5972.6675,4009.2124,3959.9885,4048.6528,-4.0409,0
288.40496855098985,-34.929584630055,0.2788858148386443,0.3143457,7.22209817577078,-6.660462979620341,19.326523,19.695421,18.805649,0.8897724,,,,,,0
288.40045176796576,-34.92841875120237,0.10275694405110353,0.25899467,-4.101059790543366,-7.892720228345361,19.019533,19.427591,18.52149,0.9061012,,,,,,0
287.4075731186982,10.042498972385026,1.379764935029985,0.32626042,-1.2935429558583331,-3.0742511348143546,19.412712,21.107788,18.188313,2.9194756,,,,,,0
287.4039409704572,10.041725984189679,0.06365115683710468,0.47445735,-2.6807809846809647,-6.586292372910178,19.567461,21.367615,18.174068,3.1935463,,,,,,0
287.4048240495571,10.044315716827628,0.45943375339514975,0.48124865,-1.5607533393456696,-5.8057994867107725,19.643093,22.577816,18.065159,4.512657,,,,,,0
287.39862627642555,10.044834262120652,0.3911004662951617,0.36407617,-0.5337281818456294,-4.394781368843494,19.639595,21.120394,18.466642,2.6537514,,,,,,0
285.58440187019835,-22.545742996323952,0.37868047331536536,0.16591275,-2.6994865480008565,-5.787574165520247,18.290165,18.763071,17.414082,1.3489895,4427.1997,1182.313,1104.1313,1249.8586,-1.6246,0
285.5805204573889,-22.54767858897842,3.8146447505869285,0.82130355,-0.13242723027286474,-0.9650067401165494,19.598509,19.871204,18.291794,1.5794106,,,,,,0
285.5931047107495,-22.548429706573916,0.3741328341723441,0.041524522,2.081871758623913,-7.447163019040765,15.770047,16.154778,15.21859,0.93618774,5814.8438,1562.2958,1487.6552,1647.58,-0.2574,0
285.5913203569114,-22.545189141299456,0.0860659975681083,0.116440445,-1.8306128119597607,-2.4430362012415694,17.721558,18.269709,17.032974,1.2367344,4550.52,993.3145,963.7093,1046.59,-1.4789,0
285.58707027516647,-22.541912183758352,0.11039276843452803,0.11756565,-1.129146631530215,-2.0553856360069656,17.749842,18.320225,17.029297,1.2909279,4461.9844,916.7707,861.3822,1079.8699,-1.4319,0
285.5663801308341,-22.557342490881922,1.2023337618013843,0.05986364,1.0762767480792184,-23.002247960459968,16.5881,17.256882,15.79261,1.4642715,4409.4106,957.7006,944.7305,980.798,-0.5325,0
285.5632880638196,-22.549955378129738,0.17065124208476537,0.17316914,-1.9852304822378746,-5.019258848421082,18.514854,18.88989,17.793736,1.0961552,4853.139,1632.5206,1588.564,1676.0116,-2.3846,0
285.5612297207638,-22.550168605683876,0.5836178254491353,0.26160106,-3.404010960943783,-3.5712000010042155,18.905489,19.391441,18.310888,1.080553,4775.517,1979.924,1893.6768,2073.3804,-1.6495,0
285.55859368877105,-22.54698609616181,0.17136249517256602,0.088448286,-0.3167803789377646,0.4567443531941376,17.379892,17.848293,16.745268,1.1030254,4915.257,1081.3245,1012.3402,1169.8091,-1.734,0
284.5930378985543,-22.226455125996544,0.027789922170510184,0.51635027,1.9359274553098689,2.165872069036822,19.802479,20.320023,19.395285,0.92473793,,,,,,0
284.6010623268765,-22.231324865397017,0.27418525345190914,0.18937416,0.9568793626599084,-1.2324470414969966,18.487925,18.931713,17.832191,1.0995216,4823.6133,1564.9921,1510.1833,1750.705,-2.8638,0
284.60118374395756,-22.228382667124666,0.4820402930207948,0.05575726,-1.0788845698082645,-5.23331917376011,16.464682,16.890177,15.795387,1.0947895,,,,,,0
284.60647761593543,-22.221932129557622,0.4606632481478479,0.11700306,-2.9140278009460365,-5.8158801969924685,17.67013,18.159733,17.012506,1.1472263,,,,,,0
118.32324824139259,-53.44594433335312,0.10686932596082023,0.15307674,-1.8224746697987668,5.94284244231017,18.65414,19.070696,18.08816,0.9825363,5044.791,2315.1172,2282.657,2347.261,-1.7793,0
118.33714381089146,-53.44187109986723,0.09796192218467331,0.42180035,-1.8566547574261079,6.894150672760971,19.982924,21.104908,18.834513,2.2703953,,,,,,0
118.31650487681617,-53.44001325427748,0.6552955242287525,0.015536845,-0.752963821153739,7.693783590131927,14.355701,14.760725,13.779791,0.98093414,6242.8237,1390.7712,1363.6208,1419.1836,-0.1795,0
118.32060612930688,-53.444495956168716,0.4795588022447881,0.016831223,-0.8553563317125956,7.0274643538445964,14.599335,15.221538,13.84275,1.378788,,,,,,0
118.32157579884448,-53.45105036750407,0.2610676955157921,0.055338338,-3.2869589357885265,5.34156619801827,17.03594,17.39323,16.492464,0.9007664,6041.637,2116.3245,2078.373,2171.9087,-1.2851,0
118.33129295819212,-53.44443577848429,0.7390894843272657,0.22737578,-2.0817226887628992,2.0284415506544144,19.167004,20.061008,18.231014,1.8299942,,,,,,0
118.34832101916534,-53.43293938639402,0.19264329872657154,0.30217668,-2.7354380550056905,5.212979722349333,19.504702,20.067694,18.822752,1.2449417,,,,,,0
118.33881544094676,-53.429769289489535,0.6064868158251957,0.063189104,-3.678394644527992,-0.8343112048298088,17.235582,17.894024,16.462938,1.4310856,5182.184,3115.8447,3021.189,3225.281,-0.0955,0
118.316852579371,-53.43169605449111,0.6694055306286598,0.3871444,-1.7746918167696417,3.886219848002634,19.890804,20.353004,19.322233,1.0307713,,,,,,0
118.30978134557306,-53.432167014166225,1.597754556026125,0.417403,-8.384605545132246,-13.47317556988183,19.948423,20.815763,18.770456,2.0453072,,,,,,0
234.00085552060708,1.6434189007955893,1.9948446843577397,0.07682261,-2.5849637383294413,2.426556900900022,13.030387,,,,,,,,,0
234.00056933409238,1.643482099198775,2.1800610376188847,0.022571845,-2.4356404062689894,2.9318994314119298,12.5986,12.512713,11.740028,0.77268505,,,,,,0
234.00352733021418,1.6500748696741645,0.5187716384604667,0.043483168,-6.383832848391428,1.6541161231961503,15.893101,16.296478,15.314941,0.98153687,5313.969,1328.2638,1167.8629,1419.2834,-0.6296,0
234.01317996310667,1.6745894056276047,0.2608890527886643,0.11332858,-2.4502806577012697,0.9020186450678143,17.56444,17.910845,17.058207,0.85263824,5471.456,2152.5427,2052.0261,2325.0327,-1.323,0
234.079949961433,1.6660537970037845,0.6605143286448321,0.34655324,-0.3361778070647806,-11.033467400614809,19.564041,20.687424,18.477755,2.209669,,,,,,0
234.06825359197487,1.6714898090769508,1.6553910443004642,0.43717432,-10.886002233080873,-8.675775537261677,19.930256,21.01456,18.769266,2.2452946,,,,,,0
234.07521939573388,1.6769215376478503,0.5623357229592527,0.04923913,-0.3166802408338272,-5.677066826570157,16.325888,16.669682,15.817347,0.852335,5570.1914,3612.2646,3474.7961,3725.9382,-0.6811,0
290.6823414910804,-36.77908921042464,0.32836364923581385,0.12465206,1.302012259120288,-2.4167416952365914,17.97644,18.79893,17.067352,1.7315769,4271.186,1060.7809,907.0263,1288.0096,-2.0223,0
290.6815166179833,-36.77826875891837,0.8771288099633261,0.31213903,-3.1718916924788028,-5.665053417357947,19.405233,20.175316,18.473982,1.701334,,,,,,0
290.69504978126616,-36.78810340780101,3.9040480505176327,0.016619058,26.59034223222788,-79.10730821219818,12.918582,13.551287,12.145494,1.4057922,5826.9966,252.9974,251.2394,258.7982,-0.3949,0
290.6904483055793,-36.78491993635482,0.3817710395749547,0.3171351,-2.0493914054164453,-0.24998066889118276,19.457197,20.070381,18.76859,1.3017902,,,,,,0
290.69522993829725,-36.7840016051841,0.5367803599992094,0.120351076,4.956924219464997,-0.49257647475832556,17.902197,18.764935,17.02682,1.7381153,3951.9314,811.8456,784.9494,849.9471,-0.4192,0
290.70517532087314,-36.78299054178785,0.7819453981023626,0.4709627,-1.2821786557903982,0.6678193525109661,19.99181,20.720776,19.06979,1.6509857,,,,,,0
290.70235867087,-36.78240927114653,0.6056216036597667,0.2638122,0.86656861084781,-6.736712002541665,19.216696,19.829815,18.500803,1.3290119,,,,,,0
259.2556015227349,-22.51355429672749,0.08299278307640273,0.25090912,-3.0681861149602723,-7.199406734089236,19.006617,20.014378,18.049059,1.9653187,,,,,,0
259.25204423653264,-22.515185780512347,0.09060388329916838,0.20985512,2.2548802211507057,-3.72458156148375,18.614285,19.374868,17.675594,1.6992741,4613.158,1012.9162,869.14,1534.1971,-1.6746,0
259.2494070673005,-22.516308889048112,0.1564421735728014,0.3382775,-2.777657944499236,-3.916716417191589,19.425577,20.414652,18.478806,1.9358463,,,,,,0
259.2516739656337,-22.514299056634655,0.33452885724554027,0.41961336,-1.9245533023480372,-5.274758072600365,19.712097,20.3469,18.840807,1.506094,,,,,,0
259.2529349970999,-22.513070412683074,0.6568786699132383,0.30346793,-3.6406847135500677,-4.738819081915867,19.25752,20.062063,18.323774,1.7382889,,,,,,0
259.25463235761066,-22.511546714995546,0.7342718312537893,0.282827,3.4235098724826623,-6.642542954096033,19.154432,20.09685,18.279476,1.8173733,,,,,,0
259.2526513182606,-22.511029339137238,0.4440867863268737,0.5662712,-0.33955150488206964,-0.5757415049252258,19.91532,20.897297,18.994764,1.9025326,,,,,,0
235.78516599052466,-49.45367365488593,0.7508048016033839,0.27106693,-2.4330310165858666,-0.22328981938357267,19.066721,,,,,,,,,0
235.77685216955425,-49.45582440880785,0.3152161194245751,0.61302054,-6.102290723604772,-3.7912812183154223,19.877823,,,,,,,,,0
235.78407609093767,-49.45252021799452,0.1728596905718906,0.18252832,-5.030370808783514,-5.828905426179386,18.168484,,,,,,,,,0
235.7798246316006,-49.45426427836828,1.0628770453243421,0.7386149,-7.577474937673391,-5.7178744008509765,19.932396,,16.921345,,,,,,,0
235.78411905855288,-49.45084469432129,0.6055224530112047,0.13124755,-0.4576872305958062,-6.174489236594381,18.075554,18.836582,17.242754,1.5938282,4079.4058,844.8795,759.9924,1053.0408,-0.9383,0
234.9619889393114,-50.401791721715384,0.8373318256402806,0.013174104,-3.2092609121295714,-6.933356737177814,12.71261,13.438989,11.889283,1.5497055,,,,,,0
234.95833824965592,-50.40053913113447,0.458964573674192,0.076387025,-4.993284166652866,-3.87076356213799,17.25482,17.95106,16.423986,1.5270729,4680.481,1310.7896,1252.3564,1373.7222,-1.3024,0
289.11075148875545,-34.94278462780189,0.2824458082499705,0.07590155,2.069520654853901,-1.8037433751124603,16.81907,17.253273,16.241264,1.0120087,5105.299,1366.0514,1339.5135,1399.283,-0.3251,0
289.1174287516739,-34.94101220485472,0.5742476690420517,0.24341384,-2.9427031390042626,-3.1139673129444754,18.654839,19.586298,17.724602,1.8616962,3650.3984,647.8185,618.1027,691.2079,-1.4339,0
289.12451897132047,-34.94007901824861,0.24703076294132986,0.15311971,-3.9610997922534668,-8.573729107496847,18.116333,18.503668,17.544088,0.95957947,5141.774,1912.0349,1874.908,1963.2223,-1.565,0
289.1156447929605,-34.93685536449322,0.5955632747949632,0.07209321,-4.990503184816589,-9.185267508478361,16.801874,17.303982,16.14369,1.1602917,4756.856,1435.8971,1381.326,1497.5569,-0.4144,0
289.1210990752021,-34.9358320256917,0.13570569630349422,0.33734086,0.7789431695669907,-3.5063137759688265,19.202011,19.926832,18.346476,1.5803566,,,,,,0
289.128508884705,-34.93318939947745,0.8357581585573893,0.2970124,-3.496679766614715,5.8881178618293495,19.126884,19.751755,18.440952,1.3108025,,,,,,0
289.12091768860915,-34.93367864255526,2.1258660748471008,0.09885091,1.4273720097661564,-0.9272203187865935,17.201347,18.347464,16.141603,2.2058601,3807.8735,710.2505,684.6671,719.2604,-0.0594,0
289.12669810300343,-34.92493023622881,0.3152953250333236,0.59662676,-2.3826857887140465,-0.0317288560858021,19.938492,20.361307,19.329063,1.0322437,,,,,,0
286.5060787486853,-21.831775478644392,0.36318394468173054,0.29925147,-1.776661583957111,2.4061415957460808,19.3432,19.646828,18.361048,1.28578,,,,,,0
286.50643108278564,-21.831589496839662,0.12665834498088133,0.52855545,0.404577231024382,-0.8432015875827455,19.719566,,,,,,,,,0
286.4998245570848,-21.833577195656925,0.4094650275462107,0.14731859,1.0774824241799799,-2.6279520455458973,18.434685,19.123913,17.578989,1.5449238,,,,,,0
286.4987100067592,-21.830379816329952,1.832159387007589,0.38240078,6.082638722098522,-13.782311215339185,19.423193,19.632425,18.052982,1.579443,,,,,,0
286.4973760442251,-21.83069300363176,0.4982895806870883,0.2789017,-1.8783744039644055,-7.622268894113153,19.176687,19.758715,18.659176,1.0995388,,,,,,0
111.7240459486962,-55.06417697692759,3.3983459011596837,0.010687681,-13.604335217893272,29.491478717157513,11.974646,12.327514,11.456553,0.87096024,5548.7754,291.9731,291.0298,293.0208,-0.0673,0
111.70510007615229,-55.0791142158147,2.213297603776342,0.33097324,-1.2793074556042199,11.670407161382226,19.827091,21.484074,18.542738,2.9413357,,,,,,0
111.7070471954422,-55.06993213804892,0.5252608075372168,0.124629796,-0.763539748140879,4.690799175038704,18.387444,19.062435,17.621807,1.440628,4207.475,977.6945,911.0056,1051.7992,-1.6935,0
111.70311021615363,-55.07352749202107,0.24090700741550342,0.23929644,-2.0448600668499437,7.5192182413803845,19.478535,20.324041,18.73886,1.5851822,,,,,,0
111.71284308961692,-55.070407855631736,0.663810964169534,0.11821602,0.7574318142086687,7.247715159882146,18.426893,19.086617,17.679567,1.4070492,4286.8145,1126.0261,1069.9062,1203.8262,-1.2777,0
111.71139926036493,-55.07864703484717,0.8816376313622517,0.10207465,-2.873774558312388,6.786163223442305,18.181774,18.991325,17.286787,1.7045383,3870.2073,768.1787,727.3504,827.5405,-0.6834,0
111.737004113238,-55.06168001423681,0.6057328601503685,0.2895737,-2.750148683673976,11.894884625255576,19.75,20.675716,18.70336,1.9723568,,,,,,0
111.74302224731005,-55.049822494693416,0.33310306258803024,0.17195418,-3.1254007108778246,5.126272550897105,18.916956,19.394346,18.3815,1.012846,5035.3394,2575.4417,2516.073,2621.0476,-1.7501,0
111.74015561598468,-55.053124413514,0.1405401891349806,0.070200615,-1.3239064297703378,5.0673306915114775,17.639791,18.061195,17.065693,0.9955025,5159.214,1607.059,1575.1118,1648.1869,-1.4808,0
236.25166338643007,-49.411851554293115,0.8873580450958944,0.43171412,-4.647882901541834,-3.3220544160037435,19.508184,20.77109,18.513113,2.2579765,,,,,,0
236.2575820064064,-49.42178954998096,0.14598305348221158,0.11183317,-5.619459290435022,-6.010711102962879,17.493532,18.668884,16.23431,2.4345741,4850.806,1670.2745,1646.305,1705.8647,0.4348,0
117.58459505397138,-55.59109221759107,0.02348634302795613,0.17051324,-0.9469578645130374,5.7484885355824265,18.928736,19.437517,18.27384,1.1636772,4713.9624,1873.372,1725.4645,2019.6691,-2.0927,0
117.57556372354769,-55.584250467918196,0.44298330652990936,0.24791259,-3.8177115921895943,5.860879199615857,19.46233,20.126274,18.678585,1.447689,,,,,,0
117.5812387411742,-55.58388962499982,0.32493099137108783,0.24326725,0.6507325769476142,2.197351682261411,19.443651,19.75813,18.925634,0.83249474,,,,,,0
117.55147738837069,-55.58097419204629,0.9776821203978345,0.08143902,1.1845443540227865,3.5217856019863785,17.803293,18.705402,16.901003,1.8043995,4391.91,1153.2058,1136.8011,1177.7123,0.3806,0
117.54496316162894,-55.59210486103981,0.13844386974878267,0.0313213,-1.5993913142088911,4.2759586147334945,16.022282,16.674444,15.246671,1.4277735,4805.3,2770.218,2671.1921,2837.7092,0.1539,0
117.5605396403831,-55.576175239224064,0.10640168855370488,0.36590388,-0.9208959156665877,2.0668785743590528,19.874048,20.460882,19.414072,1.0468102,,,,,,0
117.57679796106301,-55.573757498366675,0.19923296623247994,0.10612383,-2.0911019452388007,5.8223590489807755,18.309185,18.701147,17.774193,0.92695427,5259.014,2270.6423,2243.7097,2454.2405,-2.8679,0
117.56104749325155,-55.57283555765471,0.5389600131923425,0.045456816,-3.010559707522696,10.788750991283763,16.786179,17.232826,16.182213,1.0506134,5027.5117,1612.1664,1475.7021,1694.0657,-0.8868,0
117.56439172987426,-55.57969384322211,0.5367004553662925,0.028435204,-4.221331120389351,9.60860346902897,15.954707,16.332022,15.405764,0.9262581,5831.662,1418.5457,1376.3862,1469.0636,-0.5507,0
117.58040540422628,-55.57109253555074,0.5564842190894528,0.01948619,-6.296761292252304,2.472694532073886,14.917796,15.305068,14.360248,0.9448204,5612.049,1527.0991,1486.8746,1560.9858,-0.8269,0
227.74864138650048,1.303161295315362,0.649846140392537,0.18710361,-2.181990202485157,-4.036089698098848,18.498499,19.050259,17.852037,1.1982212,4701.3013,1579.3147,1544.7552,1636.0494,-1.6728,0
227.74938257581044,1.312369825977857,0.44379368319203977,0.017140212,-7.762306447380255,-4.455633242488334,12.22702,12.746977,11.553943,1.1930342,4738.377,1953.3242,1870.175,2009.9775,-0.2377,0
227.70999448071933,1.2977122788728,1.6110408553794264,0.097017154,-21.801138488848213,-21.519167172094065,16.909908,17.810802,15.974293,1.8365097,4083.3176,567.2452,560.465,580.1733,-0.0036,0
227.71077274794652,1.2990410150204095,0.5689987150129747,0.47276565,-3.3664827140539635,-16.983397036419724,19.679476,20.059597,18.893816,1.165781,,,,,,0
227.71218455496285,1.309877114203306,0.39288430611755576,0.07415266,-7.223313515300742,-1.0419337317390704,16.589499,16.9244,16.078001,0.8463993,5605.004,1589.4417,1509.4805,1688.5079,-1.2063,0
227.72611404256193,1.3280196612208583,0.2595447749467646,0.22910577,-1.4116081806737018,-0.33844229162809736,18.911085,19.378881,18.315628,1.0632534,4916.668,2450.8691,2322.3655,2578.918,-1.3676,0
285.24298525312696,-21.635953870113035,2.420902653408036,0.7596141,8.46145334844742,-13.925803745941804,19.945908,20.996399,18.807985,2.1884136,,,,,,0
285.24937055204884,-21.62820594345461,0.4376116328145441,0.43662515,-4.29606018974062,-6.0842886624898425,19.104807,,,,,,,,,0
285.24183432364526,-21.635047459096032,0.4265226110386914,0.32506272,-4.599474773890397,-6.318878455420253,18.92422,19.319698,18.426813,0.8928852,5168.5464,2799.7422,2756.0017,2842.0386,-2.3907,0
285.25009883501,-21.625162874732403,0.007056648381144781,0.5769885,2.0761526060779967,-0.5210403398460646,19.48405,20.113022,18.612474,1.5005474,,,,,,0
285.24549842261825,-21.62881165693374,0.35525015253212255,0.7220677,-4.245569766619427,-3.0774289811978464,19.935469,20.24971,19.239878,1.0098324,,,,,,0
285.25021183875674,-21.624182881811834,0.5615013182052023,0.46822682,-2.7630219734124637,-7.40033794553352,19.483707,20.103691,18.692276,1.4114151,,,,,,0
285.2493058512698,-21.624073530472995,0.8273163432045111,0.6056632,-0.27005756473964165,-3.9877041167206335,19.156736,,,,,,,,,0
288.730279564367,-35.6670467119104,0.5694122809976491,0.021450525,-3.018549202739351,-4.9094522902821724,14.207678,14.44974,13.816008,0.6337328,6521.69,1709.5359,1670.8439,1763.2023,-0.2169,0
288.70875616718513,-35.669312946718215,0.2244133309427045,0.32331803,4.502569128087663,1.5066154273052694,19.548971,20.067896,18.830622,1.2372742,,,,,,0
288.701364444554,-35.66334989214527,0.877737685161599,0.1712425,1.252781071510398,-6.0118551188938305,18.56649,19.230034,17.842115,1.3879185,4336.838,1536.2797,1392.5085,1617.8558,-0.7193,0
288.7017275983997,-35.65935616491235,0.29708782391158695,0.42540443,-1.1346420298400821,-7.2883779876489445,19.923206,20.539337,19.415113,1.1242237,,,,,,0
288.71569675004514,-35.658986186279705,0.2729115924200137,0.243093,3.978754503265744,-2.169264628240027,19.061453,19.352962,18.528551,0.8244114,,,,,,0
235.6096719866872,-50.12639837209445,0.8051705728986461,0.31078687,-2.164039499583529,-2.4045192772379744,19.098227,19.596218,17.75294,1.8432789,,,,,,0
235.60783884752783,-50.125636192645786,0.525312595420953,0.3998144,-4.095453069203597,-3.2989063681830846,19.475353,20.112318,18.771414,1.3409042,,,,,,0
