ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,mh_gspphot,non_single_star
259.2609776243499,-22.51452262964224,0.9781062599293631,0.65365237,-1.9477783608282178,-1.2555609486545989,19.926067,20.262438,18.489418,1.7730198,,,,,,0
259.2583331547117,-22.514592905032814,1.1612381692955744,0.43373588,-2.156057530333203,-4.703258192772067,19.704725,20.67519,18.904001,1.7711887,,,,,,0
259.25646532924804,-22.514703397248116,0.2929734116031063,0.23706512,-3.2125370192534857,-1.8630371134648906,18.8922,19.779587,18.010561,1.7690258,3754.679,891.3333,830.0529,1025.3333,-0.6553,0
259.25709566198515,-22.513989796047596,0.128700093606278,0.25657177,-5.80456587959319,1.2394865308548577,19.027863,19.995506,17.996572,1.9989338,,,,,,0
289.09247325998234,-34.94838219428348,0.13454917937656966,0.43108785,-1.0552469836364988,-2.034178911029085,19.551386,20.107956,18.94498,1.1629753,,,,,,0
289.10000738925226,-34.94299991986574,0.8538382433458299,0.18467289,4.315579548906028,-8.249686022812941,18.291893,19.11747,17.509161,1.6083088,4029.1343,1069.5153,1018.6789,1120.4987,-0.4821,0
289.0979953824252,-34.93673461245817,0.3931119234036652,0.100479335,0.41279974694561083,-8.252349095476006,17.410534,17.823238,16.87299,0.9502487,5266.9136,1712.9591,1659.1115,1814.8364,-0.8959,0
289.10200302413233,-34.940495661435904,0.33326252477048857,0.16295756,0.3810295157247612,-3.2784194817734504,17.966633,18.293388,17.351015,0.9423733,5294.0703,2213.2893,2120.0515,2306.8164,-1.0208,0
289.0967451763852,-34.95112678491972,0.360129995160504,0.05332427,0.1573087170657601,0.8396128558685394,14.866068,15.116594,14.396307,0.7202873,6443.794,1649.3518,1592.01,1708.033,-0.505,0
289.0992488677081,-34.93984204383975,0.4442960501651654,0.04897817,-3.963242204115791,-8.196831691434365,16.073221,16.439983,15.541411,0.89857197,5369.2627,1622.1023,1563.2197,1676.7294,-0.7655,0
289.0840164481273,-34.94295142154862,0.5075816826866643,0.03549342,2.9564669981817513,-5.953514509339985,14.899243,15.330825,14.304655,1.0261698,5268.9897,2480.6982,2443.864,2528.0964,0.0297,0
284.59620970593977,-22.229169269568416,0.20877392422043264,0.26666334,-2.049677288822515,-3.818196356369655,18.918472,19.758457,18.135862,1.6225948,3945.0383,737.1184,685.5687,790.5489,-1.4192,0
284.59934322142306,-22.217734840902192,0.41010363323533017,0.51430815,-4.520147990946219,-3.534836232282534,19.722393,20.153635,19.156303,0.9973316,,,,,,0
284.603148839966,-22.228609814860707,0.1656207451816426,0.22563015,-1.405142217781358,-6.68489797712155,18.75472,19.215872,18.181673,1.0341988,4906.7964,1991.8169,1943.3173,2043.7574,-2.2082,0
284.60437975444427,-22.226717813136226,1.0067788530562183,0.59843796,-2.0821287669607713,-2.896935299348808,19.948505,20.609995,19.284536,1.3254585,,,,,,0
284.6015809035024,-22.223450188446137,0.6449661522273351,0.6835549,-1.9143805960798677,-7.817160777911238,19.986925,,,,,,,,,0
284.59429124988964,-22.22637951670267,0.4044546243330653,0.22856042,-3.2742972877480554,0.9545538693880324,18.822004,19.233952,18.216621,1.0173302,4892.9624,1992.0892,1921.7711,2049.2974,-2.3653,0
284.594904867883,-22.224526896871755,0.17215614465381449,0.5219434,-2.9790745557544773,-5.369119392238487,19.807346,20.40293,19.095402,1.3075275,,,,,,0
284.59477708657283,-22.223467138484853,1.383860265840307,0.54181343,-6.564760223065842,-5.942102658684194,19.809072,20.390062,19.22983,1.1602325,,,,,,0
288.41107833709185,-34.937814638677835,0.4147851337660324,0.23830396,-3.138918273638599,-8.650614791851451,18.894798,19.214594,18.33956,0.87503433,5427.503,3262.4946,3193.225,3415.743,-2.6896,0
288.4225767531982,-34.94330688041624,0.03244176300888783,0.22202477,-1.0490651785524692,-11.848034520960063,18.793108,19.158813,18.374216,0.7845974,5675.4424,3764.3462,3718.5288,3825.7825,-1.8749,0
288.4120606131279,-34.946827035728404,0.3264335639898314,0.075906575,-3.5505279373360756,-2.724144363353551,16.992983,17.431988,16.395838,1.03615,5037.2197,1388.491,1359.5352,1418.1923,-0.4829,0
288.4094241823254,-34.9435172323515,0.7074918907391986,0.04713351,-4.563495818866224,-5.670742636538466,16.050737,16.497246,15.447405,1.0498409,5057.308,1308.5226,1252.8813,1355.9366,0.0317,0
288.42625106983877,-34.93649445390267,0.26645212773803434,0.5643584,-1.4901748477224424,-1.4612716207613285,19.996357,20.475002,19.305422,1.1695805,,,,,,0
288.4335461999463,-34.92972118261835,0.6138696373062829,0.32498175,0.4785814886121503,-5.238496972187943,19.071646,19.63042,18.32814,1.3022804,,,,,,0
288.41986156614394,-34.931298303120236,0.5258914635187363,0.37504852,1.7729681413939578,-2.9288414304278847,19.485971,20.258549,18.743946,1.5146027,,,,,,0
235.78354138419988,-49.46025319759727,1.239849622018217,0.50949544,-2.871373900048404,-1.1465799580257534,19.821194,20.627666,18.719923,1.9077435,,,,,,0
235.77822539501952,-49.46095206581037,0.17942700277968637,0.18579426,-9.12120868052233,-2.5438573696684394,18.665733,19.359686,17.84743,1.5122566,3972.0854,1234.6027,1211.9851,1256.9716,-3.2651,0
235.79085536515913,-49.456178150952674,0.4099123444991297,0.40363798,4.129489861845554,1.6194431041513524,19.547958,,,,,,,,,0
235.78894941431878,-49.4565446575215,0.24711165307168442,0.113243215,-7.6468781952388145,0.8368901615851246,17.80926,18.49381,16.892447,1.6013641,4557.065,981.8986,874.1069,1152.4863,-1.3632,0
235.78838968195154,-49.456069350920785,0.9563923786522295,0.20074935,-0.6843208951674442,0.692610703532198,18.577852,19.587374,17.624502,1.9628716,,,,,,0
235.77445243512526,-49.46083047258986,0.49413048667458737,0.12312584,-4.490909270352592,-3.3736225337043453,17.746967,,,,,,,,,0
235.77522184514504,-49.46065875789283,0.24545575339984113,0.24823803,-3.310496715341911,-2.818253509143731,18.055502,,,,,,,,,0
235.77445027919592,-49.46130249017673,0.660071489998679,0.4433833,-9.439316852493281,-5.428755003878017,19.633596,,,,,,,,,0
235.788510536756,-49.45489419120162,0.06846080505707038,0.10547835,-3.866399934275467,-3.408080593584658,17.58746,18.816248,16.47581,2.3404388,,,,,,0
235.7783926216161,-49.45771210596544,0.2816442489170309,0.31695393,-4.028064309040241,-5.448902171456021,19.28914,20.06228,18.383595,1.6786861,,,,,,0
227.92078953117368,1.3886607855824524,2.8166781757954134,0.5609097,-6.4431692087847345,-21.32721310221942,19.991064,21.142202,18.660398,2.481804,,,,,,0
227.8725011037379,1.3827638357179441,0.2209332868972525,0.13685393,-8.60642812581499,-1.547515065061791,18.058582,18.486078,17.498533,0.987545,5199.661,2420.3318,2328.3398,2515.4265,-0.6169,0
227.89166574635547,1.3917523200661202,0.5691895067002164,0.05053456,-7.892104383752833,-4.679136080453916,16.060411,16.43032,15.530441,0.89987946,5388.7197,2907.7769,2860.2356,2966.3381,-0.3911,0
227.9080520104547,1.4063294746405501,1.3132191929273793,0.03775332,-10.31893881870122,-9.168606605304895,15.693368,16.25089,14.96489,1.2860012,4714.133,660.7115,645.5255,673.4698,0.2826,0
227.73544228516445,1.292520870294224,1.0494288455165506,0.025137434,-10.912703208788878,-9.151245613932614,14.133852,14.544303,13.559388,0.9849148,5318.5337,860.4313,799.3191,888.7173,0.1445,0
